confidence,label,second_level,url,user
85,image,Art,4256,79
62,beard,Beauty,4256,79
59,person,People,4256,79
56,hair,Beauty,4256,79
47,man,People,4256,79
64,vehicle,Automotive,6857,79
39,boat,Outdoor Recreation,6857,79
15,watercraft,Outdoor Recreation,6857,79
84,bride,Family & Relationships,2359,79
75,dress,Fashion Accessories,2359,79
66,woman,Family & Relationships,2359,79
65,gown,Fashion Accessories,2359,79
33,female,Family & Relationships,2359,79
30,ceremony,Family & Relationships,2359,79
83,person,People,4323,79
66,people,People,4323,79
12,military officer,Military,4323,79
66,advertising,Advertising,4445,79
66,food,Food,4445,79
41,dish,Food,4445,79
36,brand,Retail,4445,79
30,meal,Food,4445,79
17,presentation,Education,4445,79
94,people,Family & Relationships,8605,79
71,crowd,Family & Relationships,8605,79
30,person,Family & Relationships,8605,79
22,festival,Holidays,8605,79
20,child,Family & Relationships,8605,79
15,social group,Family & Relationships,8605,79
91,photograph,Art,8930,79
74,sunlight,Weather,8930,79
71,image,Art,8930,79
66,photography,Art,8930,79
64,sunset,Time of Day,8930,79
61,morning,Time of Day,8930,79
56,advertising,Advertising,10954,12
26,poster,Art,10954,12
12,signage,Signs & Flags,10954,12
61,dress,Fashion Accessories,2929,79
40,photograph,Art,2929,79
33,fashion,Fashion Accessories,2929,79
33,dance,Art,2929,79
27,clothing,Fashion Accessories,2929,79
21,sports,Sports,2929,79
65,blue,Color,3607,79
39,shape,Color,3607,79
32,color,Color,3607,79
23,surfboard,Sports,3607,79
22,text,"Letters, Numbers, Words",3607,79
22,wing,Aviation,3607,79
53,image,Art,6216,79
51,photography,Art,6216,79
43,lady,Family & Relationships,6216,79
33,interaction,Family & Relationships,6216,79
29,beauty,Beauty,6216,79
27,photograph,Art,6216,79
74,advertising,Advertising,3601,12
71,brand,Retail,3601,12
54,poster,Design,3601,12
53,font,"Letters, Numbers, Words",3601,12
22,design,Design,3601,12
15,product,Retail,3601,12
99,pet,Wild Animals,6791,79
90,animal,Wild Animals,6791,79
88,mammal,Wild Animals,6791,79
69,puppy,Wild Animals,6791,79
60,dog,Wild Animals,6791,79
69,color,Color,11246,79
53,yellow,Color,11246,79
47,lighting,Electricity & Lighting,11246,79
47,glass,Dishware,11246,79
39,beverage,Dishware,11246,79
37,drink,Dishware,11246,79
53,image,Art,8053,79
47,photograph,Art,8053,79
27,people,People,8053,79
26,fun,People,8053,79
19,tree,Weather,8053,79
19,sunlight,Weather,8053,79
87,image,Art,4467,79
48,winter,Seasons,4467,79
48,photograph,Art,4467,79
46,snow,Weather,4467,79
25,season,Seasons,4467,79
22,weather,Weather,4467,79
57,people,People,3287,79
42,crowd,People,3287,79
26,audience,Live Events,3287,79
16,person,People,3287,79
11,fashion,Clothing,3287,79
98,snow,Weather,9288,79
96,winter,Seasons,9288,79
79,season,Seasons,9288,79
73,weather,Weather,9288,79
55,mountain,Terrain,9288,79
51,morning,Seasons,9288,79
99,image,Color,6272,79
81,portrait,Color,6272,79
81,shape,Color,6272,79
77,photograph,Color,6272,79
75,blue,Color,6272,79
57,color,Color,6272,79
43,crowd,People,8640,79
14,convention,Live Events,8640,79
60,urban area,Real Estate,9372,79
49,tree,"Flowers, Plants, Trees",9372,79
41,track,Sports,9372,79
40,autumn,Seasons,9372,79
25,transport,Transportation / Shipping,9372,79
22,flower,"Flowers, Plants, Trees",9372,79
69,people,People,4464,12
64,tree,"Flowers, Plants, Trees",4464,12
57,flower,"Flowers, Plants, Trees",4464,12
38,autumn,Seasons,4464,12
37,grass,Landscaping,4464,12
36,forest,Terrain,4464,12
88,performance,Live Events,7674,12
76,stage,Live Events,7674,12
76,concert,Live Events,7674,12
72,performing arts,Live Events,7674,12
53,rock concert,Live Events,7674,12
48,entertainment,Live Events,7674,12
99,sunflower,"Flowers, Plants, Trees",772,12
97,flower,"Flowers, Plants, Trees",772,12
93,flora,"Flowers, Plants, Trees",772,12
90,botany,"Flowers, Plants, Trees",772,12
82,land plant,"Flowers, Plants, Trees",772,12
75,plant,"Flowers, Plants, Trees",772,12
27,photograph,Art,2891,12
24,image,Art,2891,12
18,poster,Art,2891,12
17,person,People,2891,12
16,art,Art,2891,12
14,flower,"Flowers, Plants, Trees",2891,12
81,person,People,80,12
81,people,People,80,12
75,photography,Art,80,12
61,facial expression,People,80,12
59,smile,People,80,12
52,image,Art,80,12
75,building,"Cities, Towns, & Buildings",6556,12
58,town,"Cities, Towns, & Buildings",6556,12
49,estate,"Cities, Towns, & Buildings",6556,12
46,neighbourhood,House,6556,12
38,palace,"Cities, Towns, & Buildings",6556,12
37,facade,"Cities, Towns, & Buildings",6556,12
95,performance,Live Events,1477,12
92,rock concert,Live Events,1477,12
91,performing arts,Live Events,1477,12
87,concert,Live Events,1477,12
82,entertainment,Live Events,1477,12
72,stage,Live Events,1477,12
73,statue,Nonbuilding Structures,4912,12
66,monument,"Cities, Towns, & Buildings",4912,12
55,art,Art,4912,12
52,ancient history,Religious Items,4912,12
34,religion,Religious Items,4912,12
30,photograph,Art,4912,12
73,tree,Agriculture,7305,12
59,flower,Agriculture,7305,12
51,vacation,Travel,7305,12
26,people,People,7305,12
21,agriculture,Agriculture,7305,12
20,plant,Agriculture,7305,12
89,sea,Terrain,8890,12
78,landform,Terrain,8890,12
75,coast,Terrain,8890,12
69,bay,Terrain,8890,12
64,vacation,Travel,8890,12
63,vehicle,Automotive,8890,12
99,library,Education,4333,12
99,building,"Cities, Towns, & Buildings",4333,12
99,public library,Reading,4333,12
99,bookselling,Retail,4333,12
24,book,Reading,4333,12
70,window,Rooms,6377,12
21,art,Art,6377,12
96,christmas,Holidays,8038,12
84,christmas decoration,Holidays,8038,12
79,christmas tree,Holidays,8038,12
65,holiday,Holidays,8038,12
52,event,Live Events,8038,12
95,reflection,Art,7567,12
95,tree,"Flowers, Plants, Trees",7567,12
68,nature,Terrain,7567,12
67,woody plant,"Flowers, Plants, Trees",7567,12
63,lake,Terrain,7567,12
63,season,Seasons,7567,12
99,pet,Wild Animals,13492,12
94,mammal,Wild Animals,13492,12
92,animal,Wild Animals,13492,12
57,dog,Wild Animals,13492,12
52,puppy,Wild Animals,13492,12
21,carnivoran,Wild Animals,13492,12
93,reflection,Art,8247,12
90,sunset,Time of Day,8247,12
82,evening,Time of Day,8247,12
81,dusk,Time of Day,8247,12
80,sunrise,Time of Day,8247,12
77,morning,Time of Day,8247,12
98,coast,Body of Water,13740,12
97,ocean,Body of Water,13740,12
97,shore,Body of Water,13740,12
95,sea,Body of Water,13740,12
94,rock,"Minerals, Rocks, & Metals",13740,12
92,body of water,Body of Water,13740,12
73,art,Art,89,12
46,dinosaur,Wild Animals,89,12
43,sculpture,Art,89,12
16,tyrannosaurus,Wild Animals,89,12
16,screenshot,Art,89,12
15,dragon,Wild Animals,89,12
46,people,People,4376,12
31,festival,Holidays,4376,12
17,crowd,People,4376,12
42,town,"Cities, Towns, & Buildings",4273,12
40,residential area,House,4273,12
38,city,"Cities, Towns, & Buildings",4273,12
38,cityscape,"Cities, Towns, & Buildings",4273,12
38,skyline,"Cities, Towns, & Buildings",4273,12
34,human settlement,People,4273,12
91,building,"Cities, Towns, & Buildings",4456,12
90,cathedral,Religious Items,4456,12
78,place of worship,"Cities, Towns, & Buildings",4456,12
70,gothic architecture,"Cities, Towns, & Buildings",4456,12
57,glass,Dishware,4456,12
53,church,Religious Items,4456,12
96,building,"Cities, Towns, & Buildings",10038,12
73,basilica,"Cities, Towns, & Buildings",10038,12
57,church,Religious Items,10038,12
52,place of worship,"Cities, Towns, & Buildings",10038,12
44,cathedral,Religious Items,10038,12
30,opera house,Live Events,10038,12
85,river,Body of Water,1087,12
63,tree,Natural Elements,1087,12
54,pond,Body of Water,1087,12
53,lake,Body of Water,1087,12
50,water,Natural Elements,1087,12
40,body of water,Body of Water,1087,12
85,arch,Architecture,7165,12
67,darkness,Time of Day,7165,12
62,ancient history,History,7165,12
55,ruins,History,7165,12
52,wall,Nonbuilding Structures,7165,12
49,architecture,Architecture,7165,12
90,sea,Terrain,13577,12
74,reflection,Art,13577,12
67,bay,Terrain,13577,12
66,mountain,Terrain,13577,12
61,lake,Terrain,13577,12
61,coast,Terrain,13577,12
99,skyline,"Cities, Towns, & Buildings",11221,12
84,city,"Cities, Towns, & Buildings",11221,12
83,panorama,Art,11221,12
80,skyscraper,"Cities, Towns, & Buildings",11221,12
76,cityscape,"Cities, Towns, & Buildings",11221,12
73,horizon,Sky,11221,12
79,marine biology,Wild Animals,12556,12
57,biology,Wild Animals,12556,12
33,coral reef,Wild Animals,12556,12
29,fish,Wild Animals,12556,12
28,animal,Wild Animals,12556,12
27,underwater,Body of Water,12556,12
90,sea,Body of Water,13279,12
74,bay,Body of Water,13279,12
65,coast,Body of Water,13279,12
53,bridge,Roads and Bridges,13279,12
39,vehicle,Automotive,13279,12
38,vacation,Travel,13279,12
92,people,People,11184,12
76,person,People,11184,12
61,blue,Color,11184,12
50,fun,People,11184,12
48,smile,People,11184,12
48,glasses,Fashion Accessories,11184,12
86,ancient history,History,2747,12
64,art,Art,2747,12
53,sculpture,Art,2747,12
45,wood,Materials,2747,12
40,wall,Materials,2747,12
34,rock,"Minerals, Rocks, & Metals",2747,12
95,landmark,Nonbuilding Structures,12698,12
77,cityscape,"Cities, Towns, & Buildings",12698,12
68,facade,"Cities, Towns, & Buildings",12698,12
65,building,"Cities, Towns, & Buildings",12698,12
64,tourism,Travel,12698,12
59,town,"Cities, Towns, & Buildings",12698,12
99,pet,Wild Animals,13426,12
93,mammal,Wild Animals,13426,12
90,animal,Wild Animals,13426,12
54,dog,Wild Animals,13426,12
53,puppy,Wild Animals,13426,12
34,bolognese,Food,13426,12
28,night,Time of Day,10403,12
20,restaurant,Restaurants,10403,12
77,building,"Cities, Towns, & Buildings",5469,12
39,architecture,"Cities, Towns, & Buildings",5469,12
34,arcade,Games,5469,12
22,place of worship,"Cities, Towns, & Buildings",5469,12
16,plaza,"Cities, Towns, & Buildings",5469,12
14,tourist attraction,Travel,5469,12
66,park,"Cities, Towns, & Buildings",12681,12
61,fair,Live Events,12681,12
45,amusement ride,Outdoor Recreation,12681,12
43,festival,Time of Day,12681,12
36,resort,Travel,12681,12
32,night,Time of Day,12681,12
96,coast,Terrain,9303,12
90,cliff,Terrain,9303,12
88,sea,Terrain,9303,12
87,shore,Terrain,9303,12
80,ocean,Terrain,9303,12
80,body of water,Terrain,9303,12
93,tree,"Flowers, Plants, Trees",2196,12
88,palm tree,"Flowers, Plants, Trees",2196,12
79,date palm,Food,2196,12
76,land plant,"Flowers, Plants, Trees",2196,12
72,woody plant,"Flowers, Plants, Trees",2196,12
63,plant,"Flowers, Plants, Trees",2196,12
99,metropolitan area,"Cities, Towns, & Buildings",1820,12
98,skyline,"Cities, Towns, & Buildings",1820,12
98,metropolis,"Cities, Towns, & Buildings",1820,12
96,city,"Cities, Towns, & Buildings",1820,12
96,skyscraper,"Cities, Towns, & Buildings",1820,12
96,geographical feature,Terrain,1820,12
99,man made object,Nonbuilding Structures,11360,12
93,barrel,Nonbuilding Structures,11360,12
73,wood,Nonbuilding Structures,11360,12
63,wine,Beverages,11360,12
54,beverage,Beverages,11360,12
34,winery,Retail,11360,12
62,landmark,Nonbuilding Structures,10215,12
57,tourism,Travel,10215,12
30,monument,"Cities, Towns, & Buildings",10215,12
29,architecture,"Cities, Towns, & Buildings",10215,12
28,vacation,Travel,10215,12
25,palace,"Cities, Towns, & Buildings",10215,12
89,graffiti,Color,8111,12
67,art,Color,8111,12
65,mural,Color,8111,12
32,street art,Color,8111,12
31,urban area,Real Estate,8111,12
25,color,Color,8111,12
90,painting,Color,2946,12
85,modern art,Color,2946,12
84,flower,"Flowers, Plants, Trees",2946,12
79,art,Color,2946,12
52,flora,"Flowers, Plants, Trees",2946,12
48,yellow,Color,2946,12
92,christmas,Holidays,9096,12
85,tree,"Flowers, Plants, Trees",9096,12
77,christmas tree,Holidays,9096,12
44,christmas decoration,Holidays,9096,12
31,holiday,Holidays,9096,12
95,neon sign,Signs & Flags,11854,12
92,signage,Signs & Flags,11854,12
80,electronic signage,Signs & Flags,11854,12
76,font,Signs & Flags,11854,12
60,neon,Color,11854,12
29,display device,Consumer Electronics,11854,12
92,aerial photography,Art,7344,12
88,mountain,Terrain,7344,12
82,mountainous landforms,Terrain,7344,12
78,mountain range,Terrain,7344,12
77,hill,Terrain,7344,12
59,sky,Sky,7344,12
95,sea,Body of Water,18,12
95,coast,Body of Water,18,12
93,rock,"Minerals, Rocks, & Metals",18,12
92,shore,Body of Water,18,12
82,beach,Body of Water,18,12
71,ocean,Body of Water,18,12
86,travel,Travel,8001,12
82,tourism,Travel,8001,12
80,vacation,Travel,8001,12
37,town,Real Estate,8001,12
29,people,People,8001,12
22,human settlement,People,8001,12
98,library,Education,14849,12
93,bookselling,Retail,14849,12
91,building,"Cities, Towns, & Buildings",14849,12
81,public library,Reading,14849,12
72,book,Reading,14849,12
35,furniture,Furniture,14849,12
99,structure,Nonbuilding Structures,4015,12
98,baseball park,Sports,4015,12
94,geographical feature,Terrain,4015,12
86,sport venue,Sports,4015,12
84,baseball field,Sports,4015,12
83,stadium,"Cities, Towns, & Buildings",4015,12
99,waterfall,Body of Water,514,12
98,body of water,Body of Water,514,12
96,water feature,Furniture,514,12
94,water,Natural Elements,514,12
84,wasserfall,Weapons,514,12
74,watercourse,Body of Water,514,12
77,advertising,Advertising,10910,12
67,signage,Signs & Flags,10910,12
56,sign,Signs & Flags,10910,12
13,neon sign,Signs & Flags,10910,12
11,landmark,Nonbuilding Structures,10910,12
92,flower,"Flowers, Plants, Trees",1678,12
85,land plant,"Flowers, Plants, Trees",1678,12
75,plant,"Flowers, Plants, Trees",1678,12
75,petal,"Flowers, Plants, Trees",1678,12
43,annual plant,"Flowers, Plants, Trees",1678,12
41,pink,Color,1678,12
43,town,Real Estate,4291,12
35,neighbourhood,House,4291,12
32,resort,Travel,4291,12
24,tourism,Travel,4291,12
24,vacation,Travel,4291,12
23,restaurant,Restaurants,4291,12
88,autumn,Seasons,8777,12
87,season,Seasons,8777,12
83,flower,"Flowers, Plants, Trees",8777,12
81,tree,"Flowers, Plants, Trees",8777,12
80,leaf,"Flowers, Plants, Trees",8777,12
70,plant,"Flowers, Plants, Trees",8777,12
99,structure,Nonbuilding Structures,13494,12
98,geographical feature,Terrain,13494,12
93,baseball park,Sports,13494,12
91,stadium,"Cities, Towns, & Buildings",13494,12
90,sport venue,Sports,13494,12
74,baseball field,Sports,13494,12
67,art,Color,2804,12
63,food,Food,2804,12
40,color,Color,2804,12
32,dessert,Food,2804,12
12,cupcake,Food,2804,12
11,cake,Food,2804,12
99,habitat,Terrain,5879,12
96,natural environment,Terrain,5879,12
87,tree,Weather,5879,12
85,ecosystem,Terrain,5879,12
84,sunlight,Weather,5879,12
75,plant,Weather,5879,12
90,garden,Landscaping,3430,12
83,botany,"Flowers, Plants, Trees",3430,12
79,pond,Body of Water,3430,12
78,flower,"Flowers, Plants, Trees",3430,12
39,botanical garden,"Flowers, Plants, Trees",3430,12
37,tree,"Flowers, Plants, Trees",3430,12
34,man made object,Nonbuilding Structures,6610,12
17,playground,Outdoor Recreation,6610,12
17,art,Art,6610,12
97,ocean,Body of Water,100,12
96,coast,Body of Water,100,12
96,sea,Body of Water,100,12
95,shore,Body of Water,100,12
91,rock,"Minerals, Rocks, & Metals",100,12
88,cape,Clothing,100,12
99,pet,Wild Animals,5002,12
94,animal,Wild Animals,5002,12
91,mammal,Wild Animals,5002,12
47,dog,Wild Animals,5002,12
40,puppy,Wild Animals,5002,12
26,morkie,Wild Animals,5002,12
86,christmas lights,Time of Day,593,12
83,christmas decoration,Time of Day,593,12
59,night,Time of Day,593,12
55,light,Electricity & Lighting,593,12
54,christmas,Time of Day,593,12
27,christmas tree,Time of Day,593,12
95,vehicle,Automotive,7173,12
91,aviation,Automotive,7173,12
84,airplane,Automotive,7173,12
81,ultralight aviation,Automotive,7173,12
76,flight,Automotive,7173,12
63,monoplane,Automotive,7173,12
76,landmark,Nonbuilding Structures,11397,12
60,statue,Nonbuilding Structures,11397,12
41,monument,"Cities, Towns, & Buildings",11397,12
11,sculpture,Art,11397,12
95,mountain,Terrain,5682,12
90,sea,Terrain,5682,12
83,shore,Terrain,5682,12
81,wilderness,Terrain,5682,12
76,coast,Terrain,5682,12
75,lake,Terrain,5682,12
96,beach,Body of Water,4044,12
96,body of water,Body of Water,4044,12
93,shore,Body of Water,4044,12
92,wind wave,Body of Water,4044,12
91,wave,Body of Water,4044,12
91,sea,Body of Water,4044,12
54,people,People,14820,12
94,architecture,"Cities, Towns, & Buildings",4386,12
89,house,House,4386,12
88,facade,"Cities, Towns, & Buildings",4386,12
80,estate,"Cities, Towns, & Buildings",4386,12
75,mansion,House,4386,12
74,neighbourhood,House,4386,12
57,stage,Live Events,8424,12
97,christmas decoration,Holidays,2839,12
97,tree,"Flowers, Plants, Trees",2839,12
97,christmas tree,Holidays,2839,12
95,christmas,Holidays,2839,12
71,decor,Furniture,2839,12
40,woody plant,"Flowers, Plants, Trees",2839,12
54,street,Roads and Bridges,5961,12
41,road,Roads and Bridges,5961,12
40,urban area,Roads and Bridges,5961,12
37,restaurant,Restaurants,5961,12
37,night,Time of Day,5961,12
33,bar,Restaurants,5961,12
82,meal,Food,9892,12
76,lunch,Food,9892,12
62,food,Food,9892,12
44,eating,Food,9892,12
41,restaurant,Restaurants,9892,12
39,brunch,Food,9892,12
92,tourist attraction,Travel,7296,12
92,art,Art,7296,12
87,exhibition,Education,7296,12
85,art gallery,Art,7296,12
77,art exhibition,Art,7296,12
67,museum,"Cities, Towns, & Buildings",7296,12
71,wall,Nonbuilding Structures,13623,12
50,color,Color,13623,12
37,art,Color,13623,12
21,pattern,Clothing,13623,12
19,design,Color,13623,12
14,wood,Nonbuilding Structures,13623,12
95,skyline,"Cities, Towns, & Buildings",9025,12
94,night,Time of Day,9025,12
88,city,"Cities, Towns, & Buildings",9025,12
84,metropolitan area,"Cities, Towns, & Buildings",9025,12
80,human settlement,People,9025,12
78,horizon,Sky,9025,12
76,social group,Family & Relationships,8616,12
38,people,Family & Relationships,8616,12
37,musical theatre,Live Events,8616,12
18,team,Family & Relationships,8616,12
18,audience,Live Events,8616,12
16,musician,Live Events,8616,12
95,crowd,People,7061,12
59,people,People,7061,12
58,demonstration,Live Events,7061,12
29,festival,Holidays,7061,12
24,community,People,7061,12
12,protest,Live Events,7061,12
30,stage,Live Events,581,12
22,crowd,People,581,12
22,night,Time of Day,581,12
17,convention,Live Events,581,12
16,nightclub,Live Events,581,12
90,coast,Terrain,14510,12
82,sea,Terrain,14510,12
62,bay,Terrain,14510,12
54,cliff,Terrain,14510,12
34,ocean,Terrain,14510,12
30,terrain,Terrain,14510,12
43,world,Outer Space,13616,12
39,shape,Color,13616,12
16,color,Color,13616,12
16,signage,Signs & Flags,13616,12
16,sign,Signs & Flags,13616,12
15,art,Color,13616,12
97,house,House,10242,12
90,facade,"Cities, Towns, & Buildings",10242,12
83,architecture,"Cities, Towns, & Buildings",10242,12
81,neighbourhood,House,10242,12
77,town,"Cities, Towns, & Buildings",10242,12
67,building,"Cities, Towns, & Buildings",10242,12
83,social group,Family & Relationships,7845,12
41,people,Family & Relationships,7845,12
36,youth,Family & Relationships,7845,12
14,team,Family & Relationships,7845,12
13,community,Family & Relationships,7845,12
85,pet,Wild Animals,4820,12
57,mammal,Wild Animals,4820,12
39,animal,Wild Animals,4820,12
19,dog,Wild Animals,4820,12
14,christmas,Holidays,4820,12
72,people,Family & Relationships,1747,12
61,person,Family & Relationships,1747,12
12,family,Family & Relationships,1747,12
97,skyline,"Cities, Towns, & Buildings",10322,12
97,metropolitan area,"Cities, Towns, & Buildings",10322,12
94,city,"Cities, Towns, & Buildings",10322,12
94,cityscape,"Cities, Towns, & Buildings",10322,12
88,skyscraper,"Cities, Towns, & Buildings",10322,12
87,human settlement,People,10322,12
69,produce,Food,2464,12
57,food,Food,2464,12
38,plant,"Flowers, Plants, Trees",2464,12
33,land plant,"Flowers, Plants, Trees",2464,12
26,vegetable,Food,2464,12
24,pumpkin,Food,2464,12
72,pet,Wild Animals,5553,12
28,animal,Wild Animals,5553,12
27,mammal,Wild Animals,5553,12
17,dog,Wild Animals,5553,12
88,food,Food,12667,12
73,dish,Food,12667,12
58,produce,Food,12667,12
55,meal,Food,12667,12
37,cooking,Food,12667,12
28,baking,Food,12667,12
44,advertising,Advertising,7633,12
37,poster,Art,7633,12
20,restaurant,Restaurants,7633,12
14,bar,Restaurants,7633,12
14,food,Food,7633,12
11,fast food,Food,7633,12
17,sports,Sports,13260,12
16,structure,Nonbuilding Structures,13260,12
95,horizon,Sky,4633,12
95,sea,Body of Water,4633,12
94,ocean,Body of Water,4633,12
